Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
"unlike , (opposite = like)","(prep.), (adj.)","Language of thought, action & change","Judgment, memory & opinion",ʌnˈlaɪk/ আনলাইক/ uhn-lahyk,Different from; not similar to,ভিন্ন / অসদৃশ,He is very unlike his brother.,One completely black apple sitting among bright red apples,"[
{
""phrase"": ""unlike anything else"",
""example_sentence"": ""The discussion focused on the unlike anything else.""
},
{
""phrase"": ""very unlike"",
""example_sentence"": ""He is very unlike his brother.""
}
]","different from, in contrast to, dissimilar","like, similar to"
unknown (opposite = known),(adj.),"Language of thought, action & change","Judgment, memory & opinion",ʌnˈnoʊn/ আননোন/ uhn-nohn,Not known or familiar,অজানা,The exact cause of the fire is unknown.,"A dark, mysterious silhouette standing behind a large question mark","[
{
""phrase"": ""unknown reason"",
""example_sentence"": ""The discussion focused on the unknown reason.""
},
{
""phrase"": ""completely unknown"",
""example_sentence"": ""The result seemed completely unknown after the final review.""
}
]","unfamiliar, unidentified, obscure, mysterious","known, familiar"
wise,(adj.),"Language of thought, action & change","Judgment, memory & opinion",waɪz/ ওয়াইজ/ wahyz,"Having or showing experience, knowledge, and good judgment",জ্ঞানী,He gave me some wise advice.,"An old, majestic owl wearing reading glasses sitting on a book","[
{
""phrase"": ""wise decision"",
""example_sentence"": ""The discussion focused on the wise decision.""
},
{
""phrase"": ""wise man"",
""example_sentence"": ""The wise man spoke confidently at the event.""
}
]","sensible, intelligent, knowledgeable, prudent","foolish, unwise"
think,(v.),"Language of thought, action & change","Judgment, memory & opinion",θɪŋk/ থিংক/ thingk,"Have a particular opinion, belief, or idea about someone or something",চিন্তা করা,I think it will rain today.,A person tapping their chin with a thought bubble above their head,"[
{
""phrase"": ""think about"",
""example_sentence"": ""People often think about when the situation requires it.""
},
{
""phrase"": ""think twice"",
""example_sentence"": ""People often think twice when the situation requires it.""
}
]","believe, consider, reflect, ponder","know, be certain"
thought,(n.),"Language of thought, action & change","Judgment, memory & opinion",θɔːt/ থট/ thawt,An idea or opinion produced by thinking,চিন্তা / ধারণা,I had a sudden thought.,"A bright, glowing lightbulb suddenly turning on above someone's head","[
{
""phrase"": ""second thought"",
""example_sentence"": ""I had a sudden second thought.""
},
{
""phrase"": ""deep in thought"",
""example_sentence"": ""The result seemed deep in thought after the final review.""
}
]","idea, notion, opinion, reflection",
arm,"(n.), (v.)",Health body & wellbeing,The human body,ɑːm/ আর্ম/ arm,The upper limb of the body; to provide weapons,বাহু / অস্ত্র দেওয়া,She broke her arm in a cycling accident.,"A person wearing a sling supporting a broken arm, hospital background, realistic photo","[
{
""phrase"": ""arm in arm"",
""example_sentence"": ""People often arm in arm when the situation requires it.""
},
{
""phrase"": ""arm yourself"",
""example_sentence"": ""People often arm yourself when the situation requires it.""
},
{
""phrase"": ""upper arm"",
""example_sentence"": ""She broke her upper arm in a cycling accident.""
},
{
""phrase"": ""coat of arms"",
""example_sentence"": ""She broke her coat of arms in a cycling accident.""
}
]","limb, weapon, equip, supply",disarm
"back ,","(n.), (adj.), (adv.), (v.)",Health body & wellbeing,The human body,bæk/ ব্যাক/ bak,The rear part; returning to a previous state; to support,পিছন / পিঠ / ফিরে,She leaned back in her chair and relaxed.,"A woman relaxing in a comfortable armchair, feet up, peaceful living room setting","[
{
""phrase"": ""set back"",
""example_sentence"": ""The committee plans to set back for the next quarter.""
},
{
""phrase"": ""back up"",
""example_sentence"": ""Good managers know how to back up others respectfully.""
},
{
""phrase"": ""back pain"",
""example_sentence"": ""People often back pain when the situation requires it.""
},
{
""phrase"": ""go back"",
""example_sentence"": ""We decided to go back as soon as the weather improved.""
}
]","rear, support, reverse, return","front, forward"
joint,"(adj.), (n.)",Health body & wellbeing,The human body,dʒɔɪnt/ জয়েন্ট/ joynt,Shared; a place where two things are joined,যৌথ / জোড়া,They made a joint decision to move abroad.,"Two business partners shaking hands over a signed contract, professional setting","[
{
""phrase"": ""joint effort"",
""example_sentence"": ""The discussion focused on the joint effort.""
},
{
""phrase"": ""joint account"",
""example_sentence"": ""The discussion focused on the joint account.""
},
{
""phrase"": ""ball-and-socket joint"",
""example_sentence"": ""They made a ball-and-socket joint decision to move abroad.""
},
{
""phrase"": ""out of joint"",
""example_sentence"": ""By noon, the situation was out of joint.""
}
]","shared, combined, mutual, junction","separate, individual"
ankle,(n.),Health body & wellbeing,The human body,ˈæŋkl/ অ্যাঙ্কেল/ ang-kuhl,The joint connecting the foot with the leg,গোড়ালি,She sprained her ankle while running.,"A glowing blue outline around a human ankle, medical diagram style","[
{
""phrase"": ""sprain an ankle"",
""example_sentence"": ""She sprained her sprain an ankle while running.""
},
{
""phrase"": ""twist an ankle"",
""example_sentence"": ""She sprained her twist an ankle while running.""
},
{
""phrase"": ""broken ankle"",
""example_sentence"": ""She sprained her broken ankle while running.""
}
]","joint, lower leg, foot joint",
body,(n.),Health body & wellbeing,The human body,ˈbɒdi/ বডি/ bod-ee,The physical structure of a person or an animal,শরীর,"He has a strong, muscular body.",An athletic silhouette running confidently towards a bright sunset,"[
{
""phrase"": ""human body"",
""example_sentence"": ""The discussion focused on the human body.""
},
{
""phrase"": ""dead body"",
""example_sentence"": ""The discussion focused on the dead body.""
},
{
""phrase"": ""full body"",
""example_sentence"": ""The discussion focused on the full body.""
}
]","figure, form, physique, torso","mind, spirit"
elbow,(n.),Health body & wellbeing,The human body,ˈɛlboʊ/ এলবো/ el-boh,The joint between the forearm and the upper arm,কনুই,He rested his elbows on the table.,A close up of a bent arm showing the elbow joint,"[
{
""phrase"": ""tennis elbow"",
""example_sentence"": ""He rested his tennis elbow on the table.""
},
{
""phrase"": ""rub elbows"",
""example_sentence"": ""He rested his rub elbows on the table.""
}
]","joint, arm bend, nudge",
finger,(n.),Health body & wellbeing,The human body,ˈfɪŋɡə/ ফিঙ্গার/ fing-ger,"Each of the four slender jointed parts attached to either hand (or five, if the thumb is included)",আঙুল,She wore a ring on her finger.,"A beautiful, sparkling diamond ring worn on a slender finger","[
{
""phrase"": ""point a finger"",
""example_sentence"": ""People often point a finger when the situation requires it.""
},
{
""phrase"": ""finger prints"",
""example_sentence"": ""The discussion focused on the finger prints.""
}
]","digit, pointer, touch",
physical,(adj.),Health body & wellbeing,The human body,ˈfɪzɪkl/ ফিজিক্যাল/ fiz-i-kuhl,Relating to the body as opposed to the mind; relating to things perceived through the senses as opposed to the mind.,শারীরিক / ভৌত,Physical exercise is good for you.,A person in athletic gear running energetically on an outdoor track.,"[
{
""phrase"": ""physical strength"",
""example_sentence"": ""He has great physical strength.""
},
{
""phrase"": ""physical health"",
""example_sentence"": ""The discussion focused on the physical health.""
}
]","bodily, corporeal, tangible, material","mental, spiritual"
physically,(adv.),Health body & wellbeing,The human body,ˈfɪzɪkli/ ফিজিক্যালি/ fiz-i-klee,In a manner relating to the body as opposed to the mind.,শারীরিকভাবে,The job is physically demanding.,A strong construction worker easily lifting a heavy piece of building material.,"[
{
""phrase"": ""physically active"",
""example_sentence"": ""He is an physically active member of the community.""
},
{
""phrase"": ""physically impossible"",
""example_sentence"": ""The discussion focused on the physically impossible.""
}
]","bodily, in person, materially, concretely","mentally, spiritually"
human,"(adj.), (n.)",Health body & wellbeing,The human body,ˈhjuːmən/ হিউম্যান/ hyoo-muhn,Relating to or characteristic of people or human beings,মানব / মানুষ,The human body is very complex.,A colorful medical diagram detailing the muscular structure of a person,"[
{
""phrase"": ""human body"",
""example_sentence"": ""The human body is very complex.""
},
{
""phrase"": ""human rights"",
""example_sentence"": ""Human rights is important in this context.""
}
]","person, individual, mortal, mankind","animal, inhuman"
legal,(adj.),Health body & wellbeing,The human body,ˈliːɡl/ লিগ্যাল/ lee-guhl,Relating to the law.,আইনি / বৈধ,You need to get legal advice.,"A set of official documents with a red wax seal and a pen, emphasizing legal authority.","[
{
""phrase"": ""legal action"",
""example_sentence"": ""The discussion focused on the legal action.""
},
{
""phrase"": ""legal advice"",
""example_sentence"": ""You need to get legal advice.""
}
]","lawful, legitimate, authorized, permitted","illegal, unlawful"
